word,phonetic,meaning,example,level,frequency,initial_delay_days
aloud,/ə'laud/,"adv. 出声地, 大声地",,CET4,4306,138
jealous,/'dʒeləs/,"a. 嫉妒的, 羡慕的, 留心的, 戒备的",,CET4,4304,138
rainbow,/'reinbəu/,n. 彩虹；a. 五彩缤纷的,,CET4,4301,138
liquor,/'likə/,"n. 酒, 液体, 汁, 溶液；vt. 浸水；vi. 喝酒",,CET4,4289,138
span,/spæn/,"n. 指距, 全长, 跨距, 一段时间, 小范围；vt. 以手指测量, 跨越, 架设, 持续",,CET4,4282,138
chimney,/'tʃimni/,"n. 烟囱, 灯罩",,CET4,4276,138
cube,/kju:b/,"n. 立方体, 立方",,CET4,4275,138
swiss,/swis/,"n. 瑞士人, 瑞士腔调；a. 瑞士的, 瑞士风格的",,CET4,4273,138
fax,/fæks/,n. 传真；vt. 发传真,,CET4,4271,138
dim,/dim/,"a. 暗淡的, 模糊的；vt. 使暗淡",,CET4,4267,138
footstep,/'futstep/,"n. 脚步, 脚步声, 足迹",,CET4,4267,138
plantation,/plæn'teiʃən/,"n. 种植园, 大农场, 植树造林, 新开垦地",,CET4,4264,138
sunset,/'sʌnset/,"n. 日落, 晚年",,CET4,4261,138
housewife,/'hauswaif/,"n. 主妇, 家庭妇女",,CET4,4259,138
toast,/təust/,"n. 吐司, 烤面包, 干杯；vt. 敬酒, 烤, 使暖和；vi. 烤, 烘",,CET4,4246,138
skate,/skeit/,"n. 溜冰, 冰鞋；vi. 滑冰, 滑过",,CET4,4244,138
cough,/kɒf/,n. 咳嗽；vi. 咳嗽；vt. 咳出,,CET4,4243,138
communism,/'kɒmjunizm/,n. 共产主义,,CET4,4242,138
curse,/kə:s/,"n. 咒骂, 诅咒；vt. 诅咒, 咒骂",,CET4,4239,138
freight,/'freit/,"n. 船货, 运费, 货运；vt. 装货, 使充满, 以货运运送, 租(或出租)(船等)",,CET4,4239,139
mug,/mʌg/,"n. 有柄大杯, 脸, 苦读者；vt. 给...拍照, 攻击, 苦读；vi. 拼命用功",,CET4,4230,139
stain,/stein/,"n. 污染, 污点, 着色剂；vt. 沾染, 染污, 着色；vi. 变脏",,CET4,4222,139
shave,/ʃeiv/,"n. 修面, 刮胡子, 幸免, 剃刀；vt. 修面, 剃, 修剪, 掠过；vi. 刮脸, 勉强通过",,CET4,4221,139
spelling,/'speliŋ/,"n. 拼, 拼字, 拼法",,CET4,4221,139
kettle,/'ketl/,"n. 茶壶, 罐",,CET4,4216,139
delete,/di'li:t/,vt. 删除,,CET4,4206,139
brandy,/'brændi/,n. 白兰地酒,,CET4,4201,139
harmful,/'hɑ:mful/,"a. 有害的, 伤害的",,CET4,4191,139
ant,/ænt/,n. 蚂蚁,,CET4,4189,139
tuition,/tju:'iʃən/,"n. 学费, 讲授",,CET4,4183,139
inexpensive,/.inik'spensiv/,"a. 便宜的, 不贵重的",,CET4,4177,139
bark,/bɑ:k/,"n. 树皮, 吠声；vi. 吠, 叫骂；vt. 喊出, 剥树皮",,CET4,4169,139
generator,/'dʒenəreitə/,"n. 产生器, 发电机, 生产者",,CET4,4164,139
adjective,/'ædʒiktiv/,"n. 形容词；a. 形容词的, 从属的",,CET4,4162,139
nucleus,/'nju:kliəs/,"n. 核心, 核子, 原子核, 起点",,CET4,4146,139
thrill,/θril/,"n. 震颤, 激动, 刺激性, 一阵激动；vi. 震颤, 颤抖, 激动；vt. 使激动, 使颤动",,CET4,4142,139
kite,/kait/,"n. 风筝, 筝帆, 空头支票, 骗子；vi. 象风筝一样飞, 轻快地移动, 使用空头支票；vt. 使上升, 骗钱",,CET4,4130,139
nitrogen,/'naitrədʒən/,n. 氮,,CET4,4119,139
transparent,/træns'pærənt/,"a. 透明的, 显然的, 清晰的",,CET4,4116,139
velocity,/vi'lɒsəti/,"n. 速度, 迅速",,CET4,4113,140
aviation,/.eivi'eiʃən/,"n. 航空, 航空学, 飞行术",,CET4,4105,140
voltage,/'vəultidʒ/,"n. 电压, 伏特数",,CET4,4104,140
strap,/stræp/,"n. 带, 皮带；vt. (用皮带)捆扎",,CET4,4091,140
conductor,/kən'dʌktə/,"n. 领导者, 指挥者, 售票员, 向导",,CET4,4088,140
sway,/swei/,"n. 摇摆, 影响力, 支配；vt. 摇动, 支配, 弄歪, 使倾斜, 使动摇, 影响；vi. 摇动, 摇摆, 倾斜, 动摇, 统治, 转向",,CET4,4076,140
exaggerate,/ig'zædʒəreit/,"v. 夸大, 夸张",,CET4,4073,140
overtake,/.əuvə'teik/,"vt. 赶上, 突然降临于, 压倒, 代替",,CET4,4069,140
lick,/lik/,"n. 舔, 少许, 打；vt. 舔, 卷过, 鞭打；vi. 轻轻拍打",,CET4,4064,140
tense,/tens/,"a. 紧张的, 拉紧的；v. (使)紧张, (使)拉紧；n. 时态",,CET4,4038,140
inferior,/in'fiəriə/,"a. 次等的, 较差的, 下方的, 下级的；n. 部下, 次品, 下标(符号)",,CET4,4034,140
acquaintance,/ə'kweintəns/,"n. 认识, 相识者",,CET4,4033,140
humble,/'hʌmbl/,"a. 低下的, 谦逊的, 粗陋的；vt. 使...卑下, 降低...地位, 贬抑",,CET4,4030,140
gum,/gʌm/,"n. 树胶, 橡皮, 橡皮糖, 牙床, 老天；vt. 涂以树胶, 用胶粘, 使有粘性；vi. 分泌树胶, 发粘",,CET4,4029,140
audio,/'ɒ:diou/,"a. 音频的, 声音的",,CET4,4025,140
tick,/tik/,"n. 滴答声, 一瞬间, 壁虱, 褥套, 信用, 赊欠；vi. 滴答响, 活动；vt. 滴答地记录, 标记号于",,CET4,4023,140
swift,/swift/,"n. 褐雨燕, 快速爬行的小蜥蜴, 蝙蝠蛾, 大滚筒；a. 迅速的, 快的, 敏捷的, 立刻的；adv. 迅速地, 敏捷地",,CET4,4022,140
handy,/'hændi/,"a. 便利的, 敏捷的, 容易取得的",,CET4,4020,140
rag,/ræg/,"n. 碎布, 抹布, 碎片, 碎屑, 少量, 破旧衣服；vt. 责骂, 揶揄, 戏弄；vi. 喧闹",,CET4,4016,140
chalk,/tʃɒ:k/,"n. 粉笔, 白垩；vt. 用粉笔写, 记录",,CET4,4012,140
expel,/ik'spel/,"vt. 驱逐, 逐出, 排出, 开除",,CET4,4010,141
decay,/di'kei/,"n. 衰退, 腐败；v. (使)衰退, (使)腐败",,CET4,3993,141
robbery,/'rɒbəri/,"n. 抢掠, 抢夺",,CET4,3988,141
gallon,/'gælən/,n. 加仑,,CET4,3987,141
congratulate,/kən'grætʃəleit/,"vt. 祝贺, 庆贺",,CET4,3983,141
drip,/drip/,n. 水滴；v. (使)滴下,,CET4,3981,141
loosen,/lu:sn/,"vt. 放松, 松开, 解除；vi. 变松, 松弛",,CET4,3977,141
cellar,/'selə/,"n. 地窖, 地下室, 藏酒",,CET4,3971,141
procession,/prə'seʃən/,"n. 队伍, 连续, 列队行进, 涌出",,CET4,3965,141
sticky,/'stiki/,"a. 粘的, 有粘性的, 顽固的",,CET4,3960,141
appliance,/ə'plaiəns/,"n. 器械, 用具, 应用",,CET4,3957,141
infinite,/'infinit/,"n. 无限, 神；a. 无穷的, 无限的, 极大的",,CET4,3955,141
gauge,/geidʒ/,"n. 标准度量, 计量器；vt. 精确计量, 估计",,CET4,3954,141
plaster,/'plæstə/,"n. 石膏, 灰泥, 安慰(缓解)用品, 膏药；vt. 涂以灰泥, 敷以膏药, 掩饰, 使平服, 彻底击败, 减轻, 粘贴",,CET4,3952,141
inhabit,/in'hæbit/,"vt. 居住于, 占据, 栖息",,CET4,3948,141
pigeon,/'pidʒin/,"n. 鸽子, 易上当受骗的人, 年轻女子",,CET4,3948,141
ripe,/raip/,"a. 成熟的, 熟练的, 成年的",,CET4,3932,141
jewel,/'dʒu:əl/,"n. 珠宝, 贵重物, 镶珠宝的饰物；vt. 饰以珠宝, 镶以宝石",,CET4,3926,141
hen,/hen/,"n. 母鸡, 雌禽",,CET4,3920,141
cushion,/'kuʃən/,"n. 垫子, 橡皮软垫；vt. 加垫褥, 缓冲, 掩盖",,CET4,3908,141
berry,/'beri/,n. 浆果；vi. 采集浆果,,CET4,3904,142
quilt,/kwilt/,"n. 棉被；vt. 加软衬料后缝制, 东拼西凑地编；vi. 缝被子",,CET4,3876,142
utter,/'ʌtə/,"a. 全然的, 绝对的, 完全的；vt. 发出声音, 做声, 发表, 发射, 流通",,CET4,3871,142
bachelor,/'bætʃələ/,"n. 单身汉, 学士",,CET4,3870,142
tomb,/tu:m/,"n. 坟墓, 死亡；vt. 埋葬",,CET4,3870,142
detection,/di'tekʃən/,"n. 发现, 察觉, 探测",,CET4,3867,142
scarf,/skɑ:f/,"n. 围巾, 头巾, 领带, 领巾, 嵌接；vt. 用围巾围, 嵌接",,CET4,3860,142
livestock,/'laivstɒk/,n. 家畜,,CET4,3854,142
imitate,/'imiteit/,"vt. 模仿, 效法, 冒充, 仿造",,CET4,3850,142
velvet,/'velvit/,n. 天鹅绒；a. 天鹅绒的,,CET4,3846,142
reliance,/ri'laiəns/,"n. 信任, 信赖, 受信赖的人(或事)",,CET4,3827,142
honesty,/'ɒnisti/,"n. 诚实, 公正, 正直",,CET4,3808,142
fearful,/'fiəful/,"a. 可怕的, 恐怕的, 担心的",,CET4,3802,142
standpoint,/'stændpɒint/,"n. 立场, 观点",,CET4,3794,142
groan,/grəun/,"n. 呻吟, 叹息；vi. 呻吟, 抱怨, 受压迫；vt. 呻吟地说",,CET4,3791,142
saddle,/'sædl/,"n. 鞍, 马鞍, 车座, 鞍状物；vt. 装以马鞍, 使负担；vi. 跨上马鞍",,CET4,3783,142
lazy,/'leizi/,"a. 懒惰的, 怠惰的, 缓慢的；vi. 懒散",,CET4,3762,142
magnet,/'mægnit/,"n. 磁铁, 有吸引力之人, 有吸引力之物",,CET4,3728,142
noun,/naun/,n. 名词,,CET4,3726,142
stripe,/straip/,"n. 斑纹, 条纹",,CET4,3708,142
foremost,/'fəuməust/,"a. 最初的, 最重要的；adv. 在最前",,CET4,3704,143
sorrow,/'sɒrəu/,"n. 悲伤, 哀惜, 不幸；vi. 悲伤, 懊悔, 遗憾",,CET4,3696,143
volcano,/vɒl'keinəu/,n. 火山,,CET4,3679,143
greeting,/'gri:tiŋ/,"n. 祝贺, 问候",,CET4,3676,143
swamp,/swɒmp/,"n. 沼泽, 进退两难的困境；vt. 淹没, 击溃, 清除, 使陷于沼泽；vi. 陷于沼泽, 淹没",,CET4,3665,143
oblige,/ə'blaidʒ/,"vt. 强制, 施恩惠于, 使感激；vi. 施恩惠, 帮忙",,CET4,3656,143
noticeable,/'nəutisəbl/,"a. 显而易见的, 显著的, 值得注意的",,CET4,3653,143
enlarge,/in'lɑ:dʒ/,"vt. 扩大, 增大；vi. 扩大, 详述",,CET4,3652,143
sore,/sɒ:/,"a. 悲伤的, 痛的, 引起痛苦的；n. 痛处, 溃疡, 疮",,CET4,3651,143
nephew,/'nefju:/,"n. 侄子, 外甥",,CET4,3638,143
vacant,/'veikənt/,"a. 空的, 空白的, 空虚的, 空闲的, 茫然的, 空缺的",,CET4,3634,143
fertilizer,/'fə:tilaizə/,"n. 肥料, 促进发展者, 受精媒介物",,CET4,3633,143
gratitude,/'grætitju:d/,n. 感激之情,,CET4,3631,143
altitude,/'æltitju:d/,"n. 高度, 海拔, 高处",,CET4,3630,143
tidy,/'taidi/,"n. 椅子的背罩, 装杂物的容器；a. 整齐的, 有条理的；vt. 弄整齐, 收拾, 整理；vi. 整理, 收拾",,CET4,3624,143
hardship,/'hɑ:dʃip/,"n. 艰难, 辛苦, 苦难",,CET4,3622,143
shepherd,/'ʃepəd/,"n. 牧羊人, 牧羊犬, 牧师, 保护者；vt. 看守, 领导, 指导, 牧羊",,CET4,3615,143
collaborate,/kə'læbəreit/,"vi. 合作, 勾结",,CET4,3612,143
hopeless,/'həuplis/,"a. 无希望的, 绝望的, 不可救药的",,CET4,3610,143
cement,/si'ment/,"n. 水泥, 胶结剂；vt. 胶合, 用水泥涂；vi. 黏牢",,CET4,3605,143
recite,/ri'sait/,"v. 背诵, 朗读, 叙述",,CET4,3603,144
undo,/.ʌn'du:/,"vt. 解开, 取消, 破坏, 毁灭, 扰乱；vi. 松开",,CET4,3583,144
feasible,/'fi:zəbl/,"a. 能实行的, 可行的, 适宜的",,CET4,3580,144
parlor,/'pɑ:lə/,"n. 客厅, 会客室, 小店；a. 客厅的",,CET4,3577,144
accustomed,/ə'kʌstəmd/,"a. 惯常的, 习惯了的",,CET4,3569,144
rotten,/'rɒtn/,"a. 腐烂的, 恶臭的, 堕落的, 风化的, 虚弱的",,CET4,3567,144
blossom,/'blɒsəm/,"n. 花, 花开的状态, 兴旺期；vi. 开花, 兴旺, 发展",,CET4,3563,144
spacecraft,/'speiskræft/,n. 航天飞船,,CET4,3558,144
imprison,/im'prizn/,"vt. 使下狱, 关闭, 拘禁, 限制",,CET4,3555,144
sew,/səu/,"vt. 缝纫, 缝合, 缝；vi. 缝纫",,CET4,3554,144
ditch,/ditʃ/,n. 沟渠；vt. 在...开沟；vi. 开沟,,CET4,3541,144
whistle,/'hwisl/,"n. 口哨, 汽笛, 啸啸声, 口哨声；vi. 吹口哨, 鸣汽笛, 发嘘嘘声；vt. 用口哨或吹哨传意, 用口哨演奏",,CET4,3537,144
porter,/'pɒ:tə/,"n. 大楼管理员, 门房, 搬运工人, 侍者, 服务员",,CET4,3536,144
bud,/bʌd/,"n. 芽, 花蕾；vi. 发芽, 萌芽；vt. 使发芽",,CET4,3534,144
superficial,/.sju:pə'fiʃəl/,"n. 表面, 外表；a. 表面的, 肤浅的, 面积的",,CET4,3529,144
scenery,/'si:nəri/,"n. 风景, 景色, 舞台布景",,CET4,3522,144
mankind,/mæn'kaind/,"n. 人类, 男性",,CET4,3520,144
thickness,/'θiknis/,"n. 厚度, 密度, 愚钝, 含混不清",,CET4,3510,144
leverage,/'levəridʒ/,"n. 杠杆作用, 杠杆装置, 杠杆效率",,CET4,3507,144
hillside,/'hilsaid/,"n. 山坡, 山腹",,CET4,3503,144
voyage,/'vɒiidʒ/,"n. 航行, 航海, 航程, 旅行, 航空；vi. 航海, 航行；vt. 航行越过, 飞过",,CET4,3498,145
stocking,/'stɒkiŋ/,n. 长袜,,CET4,3497,145
helpless,/'helplis/,"a. 无助的, 无能为力的, 无依无靠的",,CET4,3494,145
conquest,/'kɒŋkwest/,"n. 战胜, 征服, 战利品",,CET4,3493,145
slender,/'slendə/,"a. 苗条的, 纤弱的, 微少的, 微薄的",,CET4,3489,145
imaginary,/i'mædʒinəri/,"a. 想像的, 虚构的, 假想的",,CET4,3487,145
interruption,/.intə'rʌpʃən/,"n. 打扰, 中断, 障碍物",,CET4,3483,145
hay,/hei/,"n. 干草；vt. 制干草, 供给干草；vi. 晒干草",,CET4,3471,145
messenger,/'mesindʒə/,"n. 报信者, 使者",,CET4,3463,145
moan,/məun/,"n. 呻吟, 悲叹；vi. 呻吟, 抱怨, 悲叹；vt. 呻吟着说",,CET4,3463,145
thunder,/'θʌndə/,"n. 雷, 雷声；vi. 打雷, 轰隆地响, 怒喝；vt. 大声喊出, 轰隆地发出",,CET4,3461,145
moist,/mɒist/,"a. 潮湿的, 多雨的, 感伤的, 含泪的",,CET4,3459,145
comrade,/'kɒmreid/,"n. 同志, 伙伴",,CET4,3455,145
tractor,/'træktə/,"n. 牵引器, 拖拉机, 拉纸器",,CET4,3452,145
vase,/veis/,"n. 花瓶, 瓶",,CET4,3445,145
revolt,/ri'vəult/,"n. 叛乱, 反抗, 反感；vi. 叛乱, 反抗, 起义, 厌恶, 反感；vt. 使反感, 使恶心",,CET4,3444,145
excursion,/ik'skə:ʒən/,"n. 远足, 游览圆, 短程旅行",,CET4,3438,145
cloak,/kləuk/,"n. 斗蓬, 大氅, 掩护；vt. 遮掩, 隐匿, 使披斗蓬",,CET4,3437,145
insult,/'insʌlt/,"n. 侮辱, 无礼, 损害；vt. 损害, 侮辱, 攻击",,CET4,3432,145
thirdly,/'θə:dli/,adv. 第三,,CET4,3429,145
upright,/'ʌprait/,"a. 正直的, 诚实的, 公正的, 垂直的, 竖式的",,CET4,3427,146
pearl,/pə:l/,"n. 珍珠, 珠灰色, 杰出者, 珍贵之物；vt. 用珍珠镶, 使成珠状；vi. 成珠子状, 采珍珠, 用珍珠做",,CET4,3426,146
submarine,/'sʌbməri:n/,"n. 潜水艇, 海底生物；a. 海中的, 生长在海中的；vt. 用潜水艇攻击；vi. 在下疾行, 在下滑动",,CET4,3421,146
bloom,/blu:m/,"n. 花, 开花, 青春, 钢块；vi. 开花, 焕发青春, 茂盛；vt. 使茂盛, 把...轧成钢坯",,CET4,3418,146
necklace,/'neklis/,n. 项链,,CET4,3417,146
perfume,/'pə:fju:m/,"n. 香水, 香气, (悦人的)气氛, 美名；vt. 洒香水于, 薰香, 使充满香气",,CET4,3408,146
refine,/ri'fain/,"vt. 精炼, 净化, 使优雅, 使精炼；vi. 被精炼, 被净化",,CET4,3400,146
oval,/'əuvəl/,"n. 椭圆形；a. 卵形的, 椭圆形的",,CET4,3396,146
synthetic,/sin'θetik/,"n. 合成物质；a. 综合(性)的, 人造的, 合成的",,CET4,3392,146
canoe,/kə'nu:/,"n. 独木舟, 轻舟；vi. 乘独木舟；vt. 用独木舟运",,CET4,3388,146
grandson,/'grændsʌn/,"n. 孙子, 外孙",,CET4,3359,146
fireman,/'faiəmən/,"n. 救火队员, 消防队员",,CET4,3338,146
resistant,/ri'zistənt/,"n. 抵抗者, 反抗者；a. 抵抗的, 反抗的, 耐...的",,CET4,3336,146
violin,/.vaiə'lin/,n. 小提琴,,CET4,3335,146
swan,/swɒn/,"n. 天鹅, 天鹅星座, 有才华的诗人；vi. 闲荡, 蜿蜒而行",,CET4,3334,146
learned,/'lə:nid/,"a. 有学问的, 学术上的；learn的过去式和过去分词",,CET4,3333,146
liar,/'laiə/,n. 说谎者,,CET4,3323,146
madam,/'mædəm/,"n. 女士, 夫人",,CET4,3317,146
vest,/vest/,"n. 背心, 汗背心；vt. 使穿衣服, 授予；vi. 穿衣服, 归属",,CET4,3314,146
vibration,/vai'breiʃən/,"n. 振动, 颤动",,CET4,3309,146
tram,/træm/,"n. 电车轨道, 煤车, 纬纱, 纬丝；vt. 用煤车运载；vi. 乘电车",,CET4,3296,147
handkerchief,/'hæŋkətʃif/,"n. 手帕, 头巾, 围巾",,CET4,3292,147
clap,/klæp/,"n. 拍手, 拍手声, 霹雳声, 花柳病；v. 鼓掌, (使)啪地关上",,CET4,3277,147
radioactive,/.reidiəu'æktiv/,"a. 放射性的, 有放射能的",,CET4,3268,147
conquer,/'kɒŋkə/,"vt. 克服, 征服, 战胜；vi. 得胜",,CET4,3263,147
weary,/'wiəri/,"a. 疲倦的, 萎靡的, 厌倦的, 厌烦的；vt. 使疲倦, 使厌烦；vi. 疲乏, 生厌, 不耐烦",,CET4,3239,147
mourn,/mɒ:n/,"v. 哀悼, 忧伤, 服丧",,CET4,3232,147
scarce,/skɑ:s/,"a. 难得的, 稀罕的, 缺乏的",,CET4,3229,147
pierce,/piəs/,"vt. 刺穿, 穿透, 打眼于, 洞悉, (声音)响彻, (亮光)照进, 深深地打动；vi. 刺入, 穿入, 透入, 进入",,CET4,3161,147
worse,/wə:s/,"n. 更坏的事, 更恶劣的事, 败局；a. 更坏的, 更恶劣的；adv. 更坏地, 更恶劣地",,CET4,3159,147
beforehand,/bi'fɒ:hænd/,adv. 预先,,CET4,3156,147
pear,/pєə/,"n. 梨子, 梨树, 梨木",,CET4,3143,147
pluck,/plʌk/,"n. 勇气, 猛拉, 动物内脏；vt. 摘, 猛拉, 拔, 拉, 扯, 采；vi. 拉, 拽",,CET4,3130,147
lunar,/'lu:nə/,"a. 阴历的, 月的, 微亮的(指光)",,CET4,3129,147
sincere,/sin'siə/,"a. 诚实的, 正直的, 真挚的, 纯净的",,CET4,3125,147
loaf,/ləuf/,"n. 一条面包, 块, 游荡；v. 游手好闲, 虚度光阴",,CET4,3108,147
scout,/skaut/,"n. 守候, 侦察, 搜索, 侦察员, 侦察机；vi. 守候, 侦察, 巡视, 嘲笑；vt. 侦察, 跟踪, 发现, 监视, 嘲弄",,CET4,3108,147
sow,/sau. səu/,"n. 母猪, 懒胖女人；vt. 播种, 散布, 使密布；vi. 播种",,CET4,3107,147
prosperous,/'prɒspərəs/,"a. 成功的, 繁盛的, 幸运的",,CET4,3096,147
squirrel,/'skwə:rəl/,"n. 松鼠, 松鼠毛皮；vt. 贮藏",,CET4,3096,147
plough,/plau/,"n. 犁, 犁过的地；vi. 用犁耕田, 开路；vt. 耕, 犁, 开路",,CET4,3088,148
deceive,/di'si:v/,"v. 欺骗, 行骗",,CET4,3084,148
accidental,/.æksi'dentl/,"a. 意外的, 偶然的, 非主要的, 附属的；n. 临时记号, 次要方面",,CET4,3083,148
wreck,/rek/,"n. 失事, 残骸, 破坏；vt. 使失事, 拆毁, 破坏；vi. (船)失事, 营救失事船只",,CET4,3082,148
lever,/'levə/,"n. 杠杆, 似杠杆之工具；vt. 撬开；vi. 使用杠杆",,CET4,3077,148
famine,/'fæmin/,"n. 饥荒, 缺乏, 饥饿",,CET4,3075,148
ignorant,/'ignərənt/,"a. 无知识的, 不知道的, 由无知产生的",,CET4,3072,148
claw,/klɒ:/,"n. 爪, 螯, 抓伤；v. 用爪抓, 挖, 搜刮",,CET4,3066,148
frost,/frɒst/,"n. 霜, 冰冻, 冷漠；vt. 覆着霜, 冻结, 结霜；vi. 受冻, 起霜",,CET4,3065,148
marvelous,/'mɑ:vələs/,"a. 令人惊异的, 了不起的, 不平常的",,CET4,3065,148
mercury,/'mə:kjuri/,"n. 水银, 汞, 使者",,CET4,3063,148
saw,/sɒ:/,"n. 锯子, 谚语；vt. 锯, 锯开, 来回移动；vi. 拉锯, 移动；see的过去式",,CET4,3053,148
chess,/tʃes/,n. 国际象棋,,CET4,3052,148
camel,/'kæml/,"n. 骆驼, 打捞浮筒",,CET4,3047,148
farewell,/'fєə'wel/,"n. 辞别, 再见, 再会；interj. 再会",,CET4,3033,148
withstand,/wið'stænd/,"vt. 抵住, 顶住, 经得起",,CET4,3028,148
unstable,/.ʌn'steibl/,a. 不稳定的,,CET4,3025,148
rein,/rein/,"n. 缰绳, 统治, 支配；vt. 驾驭, 以缰绳控制, 控制；vi. 勒住马",,CET4,3023,148
cabbage,/'kæbidʒ/,n. 卷心菜,,CET4,3018,148
lumber,/'lʌmbə/,"n. 木材, 破旧家俱, 废物, 隆隆声；vt. 砍伐木材, 乱堆；vi. 笨拙地移动, 喧闹地向前走, 隆隆地移动",,CET4,3016,148
gloomy,/'glu:mi/,"a. 抑沉的, 忧闷的, 黑暗的, 悲观的",,CET4,3013,149
selfish,/'selfiʃ/,"a. 自私的, 利己主义的, 自我中心的",,CET4,3008,149
earnest,/'ə:nist/,"n. 定金, 诚挚, 认真；a. 认真的, 热心的, 重要的",,CET4,3000,149
irregular,/i'regjulə/,"n. 不规则物, 不合规格之物；a. 不规则的, 不整齐的, 不合法的",,CET4,2980,149
hollow,/'hɒləu/,"n. 洞, 窟窿, 山谷；a. 空的, 虚伪的, 空腹的, 凹的；vi. 形成空洞；vt. 挖空",,CET4,2977,149
coarse,/kɒ:s/,"a. 粗糙的, 下等的, 粗俗的",,CET4,2969,149
hare,/hєə/,n. 野兔；vi. 飞跑,,CET4,2965,149
donkey,/'dɒŋki/,"n. 驴子, 笨蛋, 顽固者, 辅助发动机, 辅助泵",,CET4,2964,149
oriental,/.ɒ:ri'entl/,"n. 东方人, 亚洲人；a. 东方诸国的, 亚洲的, 东方的",,CET4,2955,149
workman,/'wə:kmən/,"n. 工人, 工匠, 男工",,CET4,2948,149
incorrect,/.inkə'rekt/,a. 不正确的,,CET4,2947,149
compass,/'kʌmpəs/,"n. 指南针, 范围, 音域；vt. 包围, 达到, 图谋, 理解",,CET4,2936,149
beginner,/bi'ginə/,n. 初学者,,CET4,2934,149
canteen,/kæn'ti:n/,"n. 水壶, 军中俱乐部, 临时流动餐馆, 小卖部",,CET4,2931,149
acceleration,/ək.selə'reiʃən/,"n. 加速, 促进, 加速度",,CET4,2928,149
simplify,/'simplifai/,"vt. 单一化, 简单化",,CET4,2926,149
cafeteria,/.kæfi'tiəriə/,n. 自助餐厅,,CET4,2924,149
restless,/'restlis/,"a. 不安静的, 慌张的, 休息不充分的",,CET4,2923,149
pave,/peiv/,"vt. 铺设, 安排, 铺满, 为...铺路",,CET4,2914,149
fry,/frai/,"n. 油炸食物, 鱼苗；v. 油炸, 煎",,CET4,2911,149
glide,/glaid/,"n. 滑动, 滑过, 流水；vi. 滑动, 滑翔, 溜走, 流逝；vt. 使滑动",,CET4,2910,150
radius,/'reidiəs/,"n. 半径, 范围, 辐射光线",,CET4,2910,150
blaze,/bleiz/,"n. 火焰, 烈火, 光辉；vi. 燃烧, 发光；vt. 使燃烧, 宣布, 在树皮上刻痕",,CET4,2872,150
nylon,/'nailɒn/,n. 尼龙,,CET4,2871,150
cannon,/'kænən/,"n. 大炮, 加农炮；v. 炮轰",,CET4,2864,150
embarrass,/im'bærəs/,"vt. 使困窘, 使局促不安, 阻碍",,CET4,2862,150
oneself,/wʌn'self/,"pron. 自己, 亲自",,CET4,2859,150
fasten,/'fɑ:sən/,"vt. 拴紧, 使固定, 系, 集中于, 强加于；vi. 扣紧",,CET4,2852,150
navigation,/.nævi'geiʃən/,"n. 航行, 航海, 导航",,CET4,2848,150
luggage,/'lʌgidʒ/,"n. 行李, 皮箱",,CET4,2844,150
affluent,/'æfluənt/,"a. 丰富的, 富裕的；n. 支流, 富人",,CET4,2833,150
naughty,/'nɒ:ti/,"a. 顽皮的, 没规矩的, 不适当的, 下流的",,CET4,2819,150
dialect,/'daiəlekt/,"n. 方言, 同源语",,CET4,2811,150
infer,/in'fə:/,"vt. 推论出, 推断；vi. 作推论",,CET4,2806,150
vice,/vais/,"n. 恶习, 恶行, 罪恶, 堕落, 缺陷, 恶癖, 老虎钳；vt. 钳住；prep. 代替",,CET4,2790,150
dusk,/dʌsk/,"n. 薄暮, 傍晚, 黄昏；a. 微暗的；v. (使)微暗",,CET4,2788,150
reed,/ri:d/,"n. 芦苇, 芦笛, 簧舌, 纤弱的人；vt. 用芦苇盖, 用小凸嵌线装饰",,CET4,2780,150
wax,/wæks/,"n. 蜡, 蜡状物, 一阵发怒, 增加, (月亮)渐盈；vi. 变大, 增大, 月亮渐满；vt. 上蜡于",,CET4,2772,150
graceful,/'greisful/,a. 优美的,,CET4,2764,150
puppet,/'pʌpit/,"n. 傀儡, 木偶",,CET4,2750,150
glue,/glu:/,"n. 胶, 粘性物；vt. 粘合, 胶合",,CET4,2732,151
microscope,/'maikrəuskəup/,n. 显微镜,,CET4,2726,151
turbine,/'tə:bain/,n. 涡轮机,,CET4,2722,151
veil,/veil/,"n. 面纱, 面罩, 借口, 幕, 帐, 遮蔽物；vt. 戴面纱, 隐藏, 遮蔽, 掩饰；vi. 蒙上面纱",,CET4,2700,151
sunrise,/'sʌnraiz/,"n. 日出, 黎明, 拂晓",,CET4,2687,151
comb,/kəum/,"n. 头梳, 鸡冠；vt. 梳头发, 梳毛；vi. (浪)涌起",,CET4,2671,151
friction,/'frikʃən/,"n. 摩擦, 摩擦治疗, 不和",,CET4,2664,151
hatch,/hætʃ/,"n. 孵化, 舱口；vt. 孵, 孵出, 策划；vi. 孵化",,CET4,2635,151
geology,/dʒi'ɒlədʒi/,"n. 地质学, 地质情况",,CET4,2597,151
